Frame,Vehicles,Lane1,Lane2,Lane3,Entered,Exited,Density,Signal
455,22,4,12,6,0,42,HIGH,GREEN (60 sec)
456,21,4,11,6,0,42,HIGH,GREEN (60 sec)
457,20,4,10,6,0,42,HIGH,GREEN (60 sec)
458,19,4,9,6,0,42,HIGH,GREEN (60 sec)
459,21,4,11,6,0,42,HIGH,GREEN (60 sec)
460,19,4,9,6,0,42,HIGH,GREEN (60 sec)
461,18,5,8,5,0,43,HIGH,GREEN (60 sec)
462,17,5,8,4,0,43,MEDIUM,GREEN (40 sec)
463,17,5,8,4,0,43,MEDIUM,GREEN (40 sec)
464,19,5,9,5,0,44,HIGH,GREEN (60 sec)
465,18,5,9,4,0,44,HIGH,GREEN (60 sec)
466,19,5,10,4,0,44,HIGH,GREEN (60 sec)
467,20,6,10,4,0,44,HIGH,GREEN (60 sec)
468,22,6,10,6,0,44,HIGH,GREEN (60 sec)
469,21,7,8,6,0,44,HIGH,GREEN (60 sec)
470,20,7,8,5,0,45,HIGH,GREEN (60 sec)
471,18,6,8,4,0,45,HIGH,GREEN (60 sec)
472,21,7,8,6,0,45,HIGH,GREEN (60 sec)
473,21,7,9,5,0,45,HIGH,GREEN (60 sec)
474,20,6,9,5,0,45,HIGH,GREEN (60 sec)
475,23,6,11,6,0,45,HIGH,GREEN (60 sec)
476,22,6,9,7,0,46,HIGH,GREEN (60 sec)
477,21,6,8,7,0,46,HIGH,GREEN (60 sec)
478,23,6,8,9,0,46,HIGH,GREEN (60 sec)
479,21,6,7,8,0,46,HIGH,GREEN (60 sec)
480,21,6,8,7,0,46,HIGH,GREEN (60 sec)
481,21,6,8,7,0,46,HIGH,GREEN (60 sec)
482,20,6,8,6,0,46,HIGH,GREEN (60 sec)
483,19,6,7,6,0,46,HIGH,GREEN (60 sec)
484,20,6,8,6,0,46,HIGH,GREEN (60 sec)
485,20,6,8,6,0,46,HIGH,GREEN (60 sec)
486,19,6,8,5,0,46,HIGH,GREEN (60 sec)
487,19,6,8,5,0,46,HIGH,GREEN (60 sec)
488,21,6,9,6,0,46,HIGH,GREEN (60 sec)
489,20,6,8,6,0,46,HIGH,GREEN (60 sec)
490,21,6,8,7,0,46,HIGH,GREEN (60 sec)
491,19,7,7,5,0,46,HIGH,GREEN (60 sec)
492,18,6,6,6,0,47,HIGH,GREEN (60 sec)
493,17,6,6,5,0,47,MEDIUM,GREEN (40 sec)
494,18,6,6,6,0,47,HIGH,GREEN (60 sec)
495,17,6,6,5,0,47,MEDIUM,GREEN (40 sec)
496,17,6,6,5,0,47,MEDIUM,GREEN (40 sec)
497,16,6,6,4,0,47,MEDIUM,GREEN (40 sec)
498,16,6,6,4,0,47,MEDIUM,GREEN (40 sec)
499,18,7,6,5,0,48,HIGH,GREEN (60 sec)
500,19,7,6,6,0,49,HIGH,GREEN (60 sec)
501,18,7,7,4,0,49,HIGH,GREEN (60 sec)
502,16,6,7,3,0,49,MEDIUM,GREEN (40 sec)
503,17,6,8,3,0,49,MEDIUM,GREEN (40 sec)
504,17,6,8,3,0,49,MEDIUM,GREEN (40 sec)
505,19,7,8,4,0,50,HIGH,GREEN (60 sec)
506,19,7,10,2,0,50,HIGH,GREEN (60 sec)
507,19,5,11,3,0,51,HIGH,GREEN (60 sec)
508,19,6,10,3,0,51,HIGH,GREEN (60 sec)
509,20,7,10,3,0,51,HIGH,GREEN (60 sec)
510,19,6,10,3,0,51,HIGH,GREEN (60 sec)
511,20,7,10,3,0,51,HIGH,GREEN (60 sec)
512,18,6,9,3,0,51,HIGH,GREEN (60 sec)
513,19,6,10,3,0,51,HIGH,GREEN (60 sec)
514,19,7,9,3,0,51,HIGH,GREEN (60 sec)
515,18,7,8,3,0,51,HIGH,GREEN (60 sec)
516,19,6,10,3,0,51,HIGH,GREEN (60 sec)
517,21,8,10,3,0,51,HIGH,GREEN (60 sec)
518,19,6,10,3,0,51,HIGH,GREEN (60 sec)
519,17,5,9,3,0,51,MEDIUM,GREEN (40 sec)
520,19,6,10,3,0,51,HIGH,GREEN (60 sec)
521,18,5,10,3,0,51,HIGH,GREEN (60 sec)
522,17,5,9,3,0,51,MEDIUM,GREEN (40 sec)
523,17,5,9,3,0,51,MEDIUM,GREEN (40 sec)
524,18,5,10,3,0,52,HIGH,GREEN (60 sec)
525,19,5,11,3,0,52,HIGH,GREEN (60 sec)
526,20,6,11,3,0,52,HIGH,GREEN (60 sec)
527,19,6,10,3,0,52,HIGH,GREEN (60 sec)
528,19,5,11,3,0,52,HIGH,GREEN (60 sec)
529,21,6,12,3,0,53,HIGH,GREEN (60 sec)
530,21,6,12,3,0,53,HIGH,GREEN (60 sec)
531,18,5,11,2,0,54,HIGH,GREEN (60 sec)
532,19,6,11,2,0,55,HIGH,GREEN (60 sec)
533,16,3,11,2,0,55,MEDIUM,GREEN (40 sec)
534,17,5,10,2,0,55,MEDIUM,GREEN (40 sec)
535,19,6,11,2,0,55,HIGH,GREEN (60 sec)
536,20,7,10,3,0,55,HIGH,GREEN (60 sec)
537,18,5,11,2,0,56,HIGH,GREEN (60 sec)
538,17,5,10,2,0,56,MEDIUM,GREEN (40 sec)
539,18,5,11,2,0,56,HIGH,GREEN (60 sec)
540,17,5,9,3,0,56,MEDIUM,GREEN (40 sec)
541,17,5,9,3,0,56,MEDIUM,GREEN (40 sec)
542,16,4,9,3,0,56,MEDIUM,GREEN (40 sec)
543,17,4,10,3,0,56,MEDIUM,GREEN (40 sec)
544,17,4,10,3,0,56,MEDIUM,GREEN (40 sec)
545,16,3,10,3,0,56,MEDIUM,GREEN (40 sec)
546,17,4,10,3,0,56,MEDIUM,GREEN (40 sec)
547,18,4,11,3,0,56,HIGH,GREEN (60 sec)
548,17,4,10,3,0,56,MEDIUM,GREEN (40 sec)
549,17,4,10,3,0,56,MEDIUM,GREEN (40 sec)
550,19,5,10,4,0,56,HIGH,GREEN (60 sec)
551,19,5,10,4,0,56,HIGH,GREEN (60 sec)
552,19,5,11,3,0,57,HIGH,GREEN (60 sec)
553,18,5,10,3,0,58,HIGH,GREEN (60 sec)
554,19,5,11,3,0,58,HIGH,GREEN (60 sec)
555,19,5,11,3,0,58,HIGH,GREEN (60 sec)
556,19,5,11,3,0,58,HIGH,GREEN (60 sec)
557,17,4,10,3,0,58,MEDIUM,GREEN (40 sec)
558,17,4,10,3,0,58,MEDIUM,GREEN (40 sec)
559,18,5,10,3,0,58,HIGH,GREEN (60 sec)
560,18,5,10,3,0,59,HIGH,GREEN (60 sec)
561,19,5,11,3,0,59,HIGH,GREEN (60 sec)
562,19,5,11,3,0,59,HIGH,GREEN (60 sec)
563,17,5,9,3,0,59,MEDIUM,GREEN (40 sec)
564,17,5,9,3,0,59,MEDIUM,GREEN (40 sec)
565,18,5,9,4,0,59,HIGH,GREEN (60 sec)
566,18,5,9,4,0,59,HIGH,GREEN (60 sec)
567,19,5,10,4,0,59,HIGH,GREEN (60 sec)
568,20,5,11,4,0,59,HIGH,GREEN (60 sec)
569,20,5,11,4,0,59,HIGH,GREEN (60 sec)
570,19,5,10,4,0,59,HIGH,GREEN (60 sec)
571,18,5,10,3,0,59,HIGH,GREEN (60 sec)
572,17,5,9,3,0,59,MEDIUM,GREEN (40 sec)
573,17,5,9,3,0,59,MEDIUM,GREEN (40 sec)
574,18,5,10,3,0,59,HIGH,GREEN (60 sec)
575,18,5,10,3,0,59,HIGH,GREEN (60 sec)
576,18,5,10,3,0,59,HIGH,GREEN (60 sec)
577,17,4,10,3,0,59,MEDIUM,GREEN (40 sec)
578,18,4,10,4,0,59,HIGH,GREEN (60 sec)
579,19,5,10,4,0,59,HIGH,GREEN (60 sec)
580,19,5,10,4,0,59,HIGH,GREEN (60 sec)
581,19,5,10,4,0,59,HIGH,GREEN (60 sec)
582,19,6,9,4,0,59,HIGH,GREEN (60 sec)
583,18,4,10,4,0,59,HIGH,GREEN (60 sec)
584,18,4,10,4,0,59,HIGH,GREEN (60 sec)
585,18,5,9,4,0,59,HIGH,GREEN (60 sec)
586,16,4,8,4,0,59,MEDIUM,GREEN (40 sec)
587,16,4,8,4,0,59,MEDIUM,GREEN (40 sec)
588,14,3,8,3,0,59,MEDIUM,GREEN (40 sec)
589,15,3,9,3,0,59,MEDIUM,GREEN (40 sec)
590,15,4,8,3,0,59,MEDIUM,GREEN (40 sec)
591,15,3,9,3,0,59,MEDIUM,GREEN (40 sec)
592,15,3,9,3,0,61,MEDIUM,GREEN (40 sec)
593,16,4,9,3,0,61,MEDIUM,GREEN (40 sec)
594,15,5,7,3,0,62,MEDIUM,GREEN (40 sec)
595,17,5,8,4,0,62,MEDIUM,GREEN (40 sec)
596,18,5,9,4,0,62,HIGH,GREEN (60 sec)
597,18,5,9,4,0,62,HIGH,GREEN (60 sec)
598,18,5,9,4,0,62,HIGH,GREEN (60 sec)
599,19,5,10,4,0,63,HIGH,GREEN (60 sec)
600,20,6,10,4,0,64,HIGH,GREEN (60 sec)
601,20,6,10,4,0,64,HIGH,GREEN (60 sec)
602,20,6,10,4,0,64,HIGH,GREEN (60 sec)
603,21,6,11,4,0,64,HIGH,GREEN (60 sec)
604,22,6,12,4,0,64,HIGH,GREEN (60 sec)
605,22,7,12,3,0,65,HIGH,GREEN (60 sec)
606,22,7,12,3,0,65,HIGH,GREEN (60 sec)
607,23,7,13,3,0,65,HIGH,GREEN (60 sec)
608,22,7,12,3,0,65,HIGH,GREEN (60 sec)
609,21,6,12,3,0,65,HIGH,GREEN (60 sec)
610,21,7,10,4,0,65,HIGH,GREEN (60 sec)
611,19,5,10,4,0,65,HIGH,GREEN (60 sec)
612,19,5,10,4,0,66,HIGH,GREEN (60 sec)
613,19,5,10,4,0,66,HIGH,GREEN (60 sec)
614,18,4,10,4,0,66,HIGH,GREEN (60 sec)
615,19,4,11,4,0,66,HIGH,GREEN (60 sec)
616,22,5,13,4,0,67,HIGH,GREEN (60 sec)
617,22,5,13,4,0,67,HIGH,GREEN (60 sec)
618,20,5,12,3,0,67,HIGH,GREEN (60 sec)
619,17,3,11,3,0,67,MEDIUM,GREEN (40 sec)
620,18,3,11,4,0,67,HIGH,GREEN (60 sec)
621,19,3,12,4,0,67,HIGH,GREEN (60 sec)
622,19,3,12,4,0,67,HIGH,GREEN (60 sec)
623,17,3,10,4,0,67,MEDIUM,GREEN (40 sec)
624,20,3,13,4,0,67,HIGH,GREEN (60 sec)
625,18,3,11,4,0,67,HIGH,GREEN (60 sec)
626,18,4,11,3,0,67,HIGH,GREEN (60 sec)
627,19,4,11,4,0,67,HIGH,GREEN (60 sec)
628,19,4,12,3,0,67,HIGH,GREEN (60 sec)
629,19,3,13,3,0,68,HIGH,GREEN (60 sec)
630,17,3,11,3,0,68,MEDIUM,GREEN (40 sec)
631,17,3,11,3,0,68,MEDIUM,GREEN (40 sec)
632,18,3,12,3,0,68,HIGH,GREEN (60 sec)
633,19,4,11,4,0,68,HIGH,GREEN (60 sec)
634,21,5,12,4,0,68,HIGH,GREEN (60 sec)
635,20,4,12,4,0,68,HIGH,GREEN (60 sec)
636,20,4,12,4,0,68,HIGH,GREEN (60 sec)
637,19,4,11,4,0,68,HIGH,GREEN (60 sec)
638,20,5,11,4,0,68,HIGH,GREEN (60 sec)
639,19,6,9,4,0,68,HIGH,GREEN (60 sec)
640,19,6,9,4,0,68,HIGH,GREEN (60 sec)
641,20,7,9,4,0,69,HIGH,GREEN (60 sec)
642,20,7,9,4,0,69,HIGH,GREEN (60 sec)
643,20,7,9,4,0,70,HIGH,GREEN (60 sec)
644,21,7,10,4,0,70,HIGH,GREEN (60 sec)
645,21,7,10,4,0,70,HIGH,GREEN (60 sec)
646,22,8,10,4,0,71,HIGH,GREEN (60 sec)
647,24,9,11,4,1,71,HIGH,GREEN (60 sec)
648,21,7,10,4,1,71,HIGH,GREEN (60 sec)
649,21,7,10,4,1,71,HIGH,GREEN (60 sec)
650,18,6,9,3,1,71,HIGH,GREEN (60 sec)
651,16,5,9,2,1,71,MEDIUM,GREEN (40 sec)
652,17,5,10,2,1,72,MEDIUM,GREEN (40 sec)
653,19,6,10,3,1,73,HIGH,GREEN (60 sec)
654,21,6,11,4,1,73,HIGH,GREEN (60 sec)
655,22,7,11,4,1,73,HIGH,GREEN (60 sec)
656,21,7,11,3,1,73,HIGH,GREEN (60 sec)
657,23,7,12,4,1,73,HIGH,GREEN (60 sec)
658,22,6,12,4,1,73,HIGH,GREEN (60 sec)
659,23,7,12,4,1,73,HIGH,GREEN (60 sec)
660,24,7,12,5,1,73,HIGH,GREEN (60 sec)
661,22,5,12,5,1,73,HIGH,GREEN (60 sec)
662,21,6,10,5,1,73,HIGH,GREEN (60 sec)
663,24,8,11,5,2,73,HIGH,GREEN (60 sec)
664,22,8,9,5,2,73,HIGH,GREEN (60 sec)
665,21,6,10,5,2,73,HIGH,GREEN (60 sec)
666,20,7,9,4,2,73,HIGH,GREEN (60 sec)
667,20,6,9,5,2,73,HIGH,GREEN (60 sec)
668,21,8,9,4,2,74,HIGH,GREEN (60 sec)
669,21,7,10,4,2,74,HIGH,GREEN (60 sec)
670,22,8,10,4,2,76,HIGH,GREEN (60 sec)
671,21,7,10,4,2,76,HIGH,GREEN (60 sec)
672,20,7,10,3,2,77,HIGH,GREEN (60 sec)
673,20,6,10,4,2,77,HIGH,GREEN (60 sec)
674,23,8,10,5,2,78,HIGH,GREEN (60 sec)
675,23,9,9,5,2,78,HIGH,GREEN (60 sec)
676,20,6,10,4,2,78,HIGH,GREEN (60 sec)
677,21,6,10,5,2,78,HIGH,GREEN (60 sec)
678,20,5,10,5,2,78,HIGH,GREEN (60 sec)
679,21,7,10,4,2,79,HIGH,GREEN (60 sec)
680,21,7,10,4,2,79,HIGH,GREEN (60 sec)
681,21,7,10,4,2,79,HIGH,GREEN (60 sec)
682,20,6,10,4,2,79,HIGH,GREEN (60 sec)
683,20,6,10,4,2,79,HIGH,GREEN (60 sec)
684,18,5,9,4,2,79,HIGH,GREEN (60 sec)
685,19,6,9,4,2,79,HIGH,GREEN (60 sec)
686,18,5,9,4,2,79,HIGH,GREEN (60 sec)
687,18,5,9,4,2,79,HIGH,GREEN (60 sec)
688,18,5,9,4,2,79,HIGH,GREEN (60 sec)
689,19,5,10,4,2,79,HIGH,GREEN (60 sec)
690,21,6,11,4,2,79,HIGH,GREEN (60 sec)
691,21,6,11,4,2,79,HIGH,GREEN (60 sec)
692,21,6,11,4,2,79,HIGH,GREEN (60 sec)
693,19,5,10,4,2,79,HIGH,GREEN (60 sec)
694,18,4,10,4,2,79,HIGH,GREEN (60 sec)
695,18,4,10,4,2,79,HIGH,GREEN (60 sec)
696,19,4,12,3,2,79,HIGH,GREEN (60 sec)
697,19,4,11,4,2,79,HIGH,GREEN (60 sec)
698,19,4,10,5,2,79,HIGH,GREEN (60 sec)
699,20,4,11,5,2,80,HIGH,GREEN (60 sec)
700,20,4,11,5,2,80,HIGH,GREEN (60 sec)
701,18,4,10,4,2,80,HIGH,GREEN (60 sec)
702,17,3,9,5,2,80,MEDIUM,GREEN (40 sec)
703,16,3,9,4,2,80,MEDIUM,GREEN (40 sec)
704,16,3,9,4,2,80,MEDIUM,GREEN (40 sec)
705,16,3,9,4,2,80,MEDIUM,GREEN (40 sec)
706,16,3,9,4,2,80,MEDIUM,GREEN (40 sec)
707,16,3,9,4,2,80,MEDIUM,GREEN (40 sec)
708,16,3,9,4,2,80,MEDIUM,GREEN (40 sec)
709,16,3,9,4,2,80,MEDIUM,GREEN (40 sec)
710,16,3,9,4,2,80,MEDIUM,GREEN (40 sec)
711,16,3,9,4,2,80,MEDIUM,GREEN (40 sec)
712,15,3,8,4,2,80,MEDIUM,GREEN (40 sec)
713,16,3,9,4,2,80,MEDIUM,GREEN (40 sec)
714,16,3,8,5,2,80,MEDIUM,GREEN (40 sec)
715,16,3,8,5,2,80,MEDIUM,GREEN (40 sec)
716,16,3,8,5,2,80,MEDIUM,GREEN (40 sec)
717,17,3,9,5,2,80,MEDIUM,GREEN (40 sec)
718,17,3,9,5,2,80,MEDIUM,GREEN (40 sec)
719,17,3,9,5,2,80,MEDIUM,GREEN (40 sec)
720,17,3,9,5,2,80,MEDIUM,GREEN (40 sec)
721,17,3,9,5,2,80,MEDIUM,GREEN (40 sec)
722,16,3,8,5,2,82,MEDIUM,GREEN (40 sec)
723,16,3,8,5,2,82,MEDIUM,GREEN (40 sec)
724,15,3,8,4,2,82,MEDIUM,GREEN (40 sec)
725,17,3,9,5,2,82,MEDIUM,GREEN (40 sec)
726,17,3,10,4,2,83,MEDIUM,GREEN (40 sec)
727,16,3,9,4,2,83,MEDIUM,GREEN (40 sec)
728,17,3,9,5,2,83,MEDIUM,GREEN (40 sec)
729,16,3,9,4,2,83,MEDIUM,GREEN (40 sec)
730,16,3,9,4,2,83,MEDIUM,GREEN (40 sec)
731,16,4,8,4,2,83,MEDIUM,GREEN (40 sec)
732,17,4,8,5,2,83,MEDIUM,GREEN (40 sec)
733,17,3,10,4,2,83,MEDIUM,GREEN (40 sec)
734,18,3,10,5,2,83,HIGH,GREEN (60 sec)
735,18,3,10,5,2,83,HIGH,GREEN (60 sec)
736,18,4,9,5,2,83,HIGH,GREEN (60 sec)
737,19,5,9,5,3,83,HIGH,GREEN (60 sec)
738,19,5,9,5,3,83,HIGH,GREEN (60 sec)
739,19,5,9,5,3,83,HIGH,GREEN (60 sec)
740,18,4,9,5,3,83,HIGH,GREEN (60 sec)
741,17,4,9,4,3,83,MEDIUM,GREEN (40 sec)
742,17,4,9,4,3,83,MEDIUM,GREEN (40 sec)
743,17,4,9,4,3,83,MEDIUM,GREEN (40 sec)
744,16,4,9,3,3,83,MEDIUM,GREEN (40 sec)
745,17,4,9,4,3,83,MEDIUM,GREEN (40 sec)
746,16,4,9,3,3,83,MEDIUM,GREEN (40 sec)
747,16,4,9,3,3,83,MEDIUM,GREEN (40 sec)
748,15,4,8,3,3,83,MEDIUM,GREEN (40 sec)
749,15,4,8,3,3,83,MEDIUM,GREEN (40 sec)
750,15,4,8,3,3,83,MEDIUM,GREEN (40 sec)
751,15,4,8,3,3,83,MEDIUM,GREEN (40 sec)
752,15,4,8,3,3,83,MEDIUM,GREEN (40 sec)
753,15,4,8,3,3,83,MEDIUM,GREEN (40 sec)
754,15,4,8,3,3,83,MEDIUM,GREEN (40 sec)
755,15,4,8,3,3,83,MEDIUM,GREEN (40 sec)
756,15,4,8,3,3,83,MEDIUM,GREEN (40 sec)
757,16,4,9,3,3,83,MEDIUM,GREEN (40 sec)
758,16,4,9,3,3,83,MEDIUM,GREEN (40 sec)
759,15,4,9,2,3,83,MEDIUM,GREEN (40 sec)
760,16,4,9,3,3,83,MEDIUM,GREEN (40 sec)
761,16,4,9,3,3,83,MEDIUM,GREEN (40 sec)
762,16,4,9,3,3,83,MEDIUM,GREEN (40 sec)
763,16,4,9,3,3,83,MEDIUM,GREEN (40 sec)
764,17,4,10,3,3,83,MEDIUM,GREEN (40 sec)
765,17,4,10,3,3,83,MEDIUM,GREEN (40 sec)
766,17,4,10,3,3,83,MEDIUM,GREEN (40 sec)
767,17,4,10,3,3,83,MEDIUM,GREEN (40 sec)
768,18,4,11,3,3,83,HIGH,GREEN (60 sec)
769,17,4,11,2,3,83,MEDIUM,GREEN (40 sec)
770,17,4,11,2,3,83,MEDIUM,GREEN (40 sec)
771,17,4,11,2,3,83,MEDIUM,GREEN (40 sec)
772,17,4,11,2,3,83,MEDIUM,GREEN (40 sec)
773,17,4,11,2,3,83,MEDIUM,GREEN (40 sec)
774,17,4,11,2,3,83,MEDIUM,GREEN (40 sec)
775,17,4,11,2,3,84,MEDIUM,GREEN (40 sec)
776,17,4,11,2,3,84,MEDIUM,GREEN (40 sec)
777,17,4,11,2,3,84,MEDIUM,GREEN (40 sec)
778,17,4,11,2,3,84,MEDIUM,GREEN (40 sec)
779,17,4,11,2,3,84,MEDIUM,GREEN (40 sec)
780,17,4,11,2,3,84,MEDIUM,GREEN (40 sec)
781,18,4,12,2,3,85,HIGH,GREEN (60 sec)
782,18,4,12,2,3,85,HIGH,GREEN (60 sec)
783,17,3,12,2,3,85,MEDIUM,GREEN (40 sec)
784,16,3,11,2,3,85,MEDIUM,GREEN (40 sec)
785,16,3,11,2,3,85,MEDIUM,GREEN (40 sec)
786,16,3,11,2,3,85,MEDIUM,GREEN (40 sec)
787,16,3,11,2,3,85,MEDIUM,GREEN (40 sec)
788,16,3,11,2,3,85,MEDIUM,GREEN (40 sec)
789,16,3,11,2,3,85,MEDIUM,GREEN (40 sec)
790,16,3,11,2,3,85,MEDIUM,GREEN (40 sec)
791,16,3,11,2,3,85,MEDIUM,GREEN (40 sec)
792,16,3,11,2,3,85,MEDIUM,GREEN (40 sec)
793,16,3,11,2,3,85,MEDIUM,GREEN (40 sec)
794,16,3,11,2,3,85,MEDIUM,GREEN (40 sec)
795,16,3,11,2,3,85,MEDIUM,GREEN (40 sec)
